code_commune,id_question,libelle,definition
35281,35,Comment suivre en temps réel le caractère exceptionnel des cumuls de pluies à Saint-Jacques-de-la-Lande&#8239;?,NULL
35160,60,Comment les aides à la rénovation énergétique sont-elles mobilisées à Loutehel&#8239;?,"Accessible à tous les propriétaires et copropriétaires, qu'ils louent ou occupent leur logement, <a title=""MaPrimeRénov’ sur le site France Rénov' - nouvelle fenêtre"" href=""https://france-renov.gouv.fr/aides/maprimerenov"" target=""_blank"" rel=""noopener external"">MaPrimeRénov’</a> est le principal dispositif d'aide à la rénovation énergétique des logements. Elle finance des travaux qui réduisent les consommations d'énergie et améliorent le confort des logements en hiver et en été."
35235,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Rannée&#8239;?,NULL
35230,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Poilley&#8239;?,NULL
35001,41,Quels dispositifs contribuent à la protection des espèces aux alentours d'Acigné&#8239;?,NULL
35170,58,Quels sont les facteurs de vulnérabilité au changement climatique à Mecé&#8239;?,NULL
35315,58,Quels sont les facteurs de vulnérabilité au changement climatique à Saint-Sulpice-la-Forêt&#8239;?,NULL
35144,58,Quels sont les facteurs de vulnérabilité au changement climatique à Langan&#8239;?,NULL
35363,58,Quels sont les facteurs de vulnérabilité au changement climatique à Pont-Péan&#8239;?,NULL
35032,58,Quels sont les facteurs de vulnérabilité au changement climatique à Bourgbarré&#8239;?,NULL
35051,58,Quels sont les facteurs de vulnérabilité au changement climatique à Cesson-Sévigné&#8239;?,NULL
35131,58,Quels sont les facteurs de vulnérabilité au changement climatique à L'Hermitage&#8239;?,NULL
35200,3,Y a-t-il des restrictions d’usage de l’eau à Moutiers&#8239;?,"Lorsque le niveau des nappes phréatiques est trop bas, les préfets peuvent suspendre ou limiter par arrêté certains usages de l'eau par les particuliers, agriculteurs, collectivités et entreprises. Les restrictions portent sur des activités non prioritaires, telles que le remplissage des piscines, le lavage des voitures ou l’arrosage des jardins potagers."
35200,40,Quelles sont les règles pour la chasse à Moutiers&#8239;?,NULL
35204,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Nouvoitou&#8239;?,NULL
35206,22,Y a-t-il des friches à Noyal-Châtillon-sur-Seiche&#8239;?,"Bâtie ou non, parfois polluée, une friche se caractérise par l'impossibilité de son réemploi sans travaux préalables."
35120,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Gévezé&#8239;?,NULL
35245,1,Quels sont les lieux accessibles aux personnes handicapées à Romillé&#8239;?,
35204,48,Quel est le prix de l'immobilier à Nouvoitou&#8239;?,NULL
35189,29,Quelles sont les pratiques de covoiturage quotidien à Montgermont&#8239;?,NULL
35310,20,Quels sont les débats et concertations en cours et à venir autour de Saint-Sauveur-des-Landes&#8239;?,
35363,24,Y a-t-il un risque de crue imminente aux environs de Pont-Péan&#8239;?,
35200,26,À quels risques est exposé le territoire de Moutiers&#8239;?,NULL
35132,58,Quels sont les facteurs de vulnérabilité au changement climatique à Hirel&#8239;?,NULL
35024,6,Quel est le prix de l’eau potable et de l’assainissement à Betton&#8239;?,
35059,6,Quel est le prix de l’eau potable et de l’assainissement à La Chapelle-des-Fougeretz&#8239;?,
35206,6,Quel est le prix de l’eau potable et de l’assainissement à Noyal-Châtillon-sur-Seiche&#8239;?,
35216,10,Comment rénover mon logement à Parthenay-de-Bretagne&#8239;?,
35281,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Saint-Jacques-de-la-Lande&#8239;?,NULL
35065,14,Quels seront les effets du changement climatique à La Chapelle-Thouarault&#8239;?,
35055,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Chantepie&#8239;?,NULL
35216,6,Quel est le prix de l’eau potable et de l’assainissement à Parthenay-de-Bretagne&#8239;?,
35351,6,Quel est le prix de l’eau potable et de l’assainissement au Verger&#8239;?,
35353,24,Y a-t-il un risque de crue imminente aux environs de Vezin-le-Coquet&#8239;?,
35353,58,Quels sont les facteurs de vulnérabilité au changement climatique à Vezin-le-Coquet&#8239;?,NULL
35150,36,Le risque d'exposition au radon est-il élevé à Lécousse&#8239;?,Le radon est un gaz radioactif naturel reconnu comme cancérigène. Il est susceptible de s'accumuler dans les lieux clos et représente alors un risque important pour la santé des personnes qui y sont régulièrement exposées.
35088,58,Quels sont les facteurs de vulnérabilité au changement climatique à Corps-Nuds&#8239;?,NULL
35047,16,Y a-t-il  un réseau de chaleur à Bruz&#8239;?,
35351,2,Quelles règles s’appliquent aux constructions au Verger&#8239;?,"Des documents d’urbanisme – plan local d’urbanisme (PLU), plan local d’urbanisme intercommunal (PLUi), plan de sauvegarde et mise en valeur (PSMV) – ou, à défaut, le règlement national d’urbanisme, délimitent les zones du territoire du Verger où les constructions sont autorisées, et fixent les règles qui les encadrent&nbsp;: densité, alignement par rapport à la voie, apparence… Des servitudes d’utilité publique (SUP) peuvent imposer des contraintes supplémentaires, par exemple pour permettre l’entretien des réseaux collectifs."
35150,29,Quelles sont les pratiques de covoiturage quotidien à Lécousse&#8239;?,NULL
35170,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Mecé&#8239;?,NULL
35315,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Saint-Sulpice-la-Forêt&#8239;?,NULL
35135,41,Quels dispositifs contribuent à la protection des espèces aux alentours d'Irodouër&#8239;?,NULL
35310,41,Quels dispositifs contribuent à la protection des espèces aux alentours de Saint-Sauveur-des-Landes&#8239;?,NULL
35076,50,Y a-t-il des écoquartiers à Chavagne&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35245,50,Y a-t-il des écoquartiers à Romillé&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35200,50,Y a-t-il des écoquartiers à Moutiers&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35275,50,Y a-t-il des écoquartiers à Saint-Gilles&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35208,50,Y a-t-il des écoquartiers à Orgères&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35190,5,Comment me débarrasser de punaises de lit dans mon logement de Monthault&#8239;?,NULL
35240,5,Comment me débarrasser de punaises de lit dans mon logement du Rheu&#8239;?,NULL
35250,58,Quels sont les facteurs de vulnérabilité au changement climatique à Saint-Armel&#8239;?,NULL
35281,20,Quels sont les débats et concertations en cours et à venir autour de Saint-Jacques-de-la-Lande&#8239;?,
35047,58,Quels sont les facteurs de vulnérabilité au changement climatique à Bruz&#8239;?,NULL
35066,50,Y a-t-il des écoquartiers à Chartres-de-Bretagne&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35208,3,Y a-t-il des restrictions d’usage de l’eau à Orgères&#8239;?,"Lorsque le niveau des nappes phréatiques est trop bas, les préfets peuvent suspendre ou limiter par arrêté certains usages de l'eau par les particuliers, agriculteurs, collectivités et entreprises. Les restrictions portent sur des activités non prioritaires, telles que le remplissage des piscines, le lavage des voitures ou l’arrosage des jardins potagers."
35210,50,Y a-t-il des écoquartiers à Pacé&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35160,50,Y a-t-il des écoquartiers à Loutehel&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35334,50,Y a-t-il des écoquartiers à Thorigné-Fouillard&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35196,50,Y a-t-il des écoquartiers à Mordelles&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35058,50,Y a-t-il des écoquartiers à La Chapelle-Chaussée&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35351,10,Comment rénover mon logement au Verger&#8239;?,
35240,50,Y a-t-il des écoquartiers au Rheu&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35190,50,Y a-t-il des écoquartiers à Monthault&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35139,50,Y a-t-il des écoquartiers à Laillé&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35079,14,Quels seront les effets du changement climatique à Chevaigné&#8239;?,
35150,50,Y a-t-il des écoquartiers à Lécousse&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35238,50,Y a-t-il des écoquartiers à Rennes&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35189,50,Y a-t-il des écoquartiers à Montgermont&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35266,50,Y a-t-il des écoquartiers à Saint-Erblon&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35216,50,Y a-t-il des écoquartiers à Parthenay-de-Bretagne&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35351,50,Y a-t-il des écoquartiers au Verger&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35206,50,Y a-t-il des écoquartiers à Noyal-Châtillon-sur-Seiche&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35024,50,Y a-t-il des écoquartiers à Betton&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35088,16,Y a-t-il  un réseau de chaleur à Corps-Nuds&#8239;?,
35059,50,Y a-t-il des écoquartiers à La Chapelle-des-Fougeretz&#8239;?,"La démarche ÉcoQuartier accompagne depuis plus de dix ans les villes, villages et territoires dans la conception et la gestion de leurs projets d'aménagement durable. Adaptée aux contextes locaux, cette démarche publique et gratuite offre des outils méthodologiques, un accompagnement sur-mesure et un label valorisant des réalisations exemplaires. En plaçant la sobriété, la résilience, l'inclusion et la création de valeurs matérielles et immatérielles au cœur des projets, la démarche ÉcoQuartier participe activement à la transition écologique et sociale des territoires."
35180,58,Quels sont les facteurs de vulnérabilité au changement climatique à Miniac-sous-Bécherel&#8239;?,NULL
35240,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35190,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35066,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35210,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35275,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35136,58,Quels sont les facteurs de vulnérabilité au changement climatique à Janzé&#8239;?,NULL
35081,58,Quels sont les facteurs de vulnérabilité au changement climatique à Clayes&#8239;?,NULL
35088,24,Y a-t-il un risque de crue imminente aux environs de Corps-Nuds&#8239;?,
35080,58,Quels sont les facteurs de vulnérabilité au changement climatique à Cintré&#8239;?,NULL
35278,58,Quels sont les facteurs de vulnérabilité au changement climatique à Saint-Grégoire&#8239;?,NULL
35208,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35245,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35200,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35160,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35334,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35196,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35058,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35076,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35216,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35055,35,Comment suivre en temps réel le caractère exceptionnel des cumuls de pluies à Chantepie&#8239;?,NULL
35024,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35059,53,Quelles initiatives pour lutter contre la surchauffe des villes de Bretagne&#8239;?,"Déployer des solutions de rafraîchissement est un impératif pour l'adaptation des villes au changement climatique. Elles sont en effet fortement exposées à l'effet d'îlot de chaleur urbain (ICU), phénomène qui se caractérise par des températures plus élevées en ville par rapport aux zones rurales environnantes. Il résulte de plusieurs facteurs, notamment la densité du bâti, des surfaces très minérales, le manque de ventilation et la chaleur générée par les activités humaines. Selon les projections climatiques, la France pourrait connaître une hausse de +4&deg;C en moyenne d'ici 2100, aggravant l'inconfort thermique en ville et les risques pour la santé publique."
35120,48,Quel est le prix de l'immobilier à Gévezé&#8239;?,NULL
